Data,Quantidade,Cod_produto,Valor,Cod_vendedor
2023-06-23,87,8,4531,1
2023-03-24,54,4,3473,1
2023-01-04,63,1,4989,5
2023-02-22,84,8,4531,4
2023-03-26,66,5,2615,3
2023-04-30,21,3,757,5
2023-04-02,7,5,2615,5
2023-07-02,78,3,757,5
2023-09-11,61,3,757,2
2023-11-23,42,3,757,2
2023-01-31,27,4,3473,4
2023-05-16,13,4,3473,1
2023-03-22,46,9,4563,3
2023-04-09,31,5,2615,3
2023-04-18,77,3,757,5
2023-06-11,48,3,757,5
2023-09-13,32,5,2615,4
2023-02-12,48,7,3625,2
2023-10-08,9,6,3962,3
2023-09-03,71,3,757,5
2023-07-03,95,1,4989,2
2023-12-03,60,9,4563,2
2023-08-07,56,7,3625,5
2023-10-09,73,7,3625,1
2023-04-05,24,8,4531,4
2023-04-24,78,10,2937,4
2023-08-04,53,7,3625,5
2023-03-29,41,9,4563,1
2023-05-15,57,8,4531,4
2023-06-06,42,7,3625,4
2023-05-20,65,1,4989,4
2023-07-13,41,6,3962,5
2023-03-21,90,3,757,4
2023-06-01,63,5,2615,1
2023-07-31,6,5,2615,1
2023-08-14,43,4,3473,5
2023-06-23,15,4,3473,4
2023-04-13,26,6,3962,1
2023-10-08,24,9,4563,1
2023-03-04,92,8,4531,3
2023-02-06,15,8,4531,1
2023-10-25,66,3,757,1
2023-08-10,94,5,2615,5
2023-09-23,95,10,2937,2
2023-12-15,37,5,2615,1
2023-03-24,45,1,4989,2
2023-07-06,12,8,4531,2
2023-03-02,54,7,3625,2
2023-05-28,36,5,2615,5
2023-05-12,58,7,3625,2
2023-06-12,22,7,3625,2
2023-12-08,47,9,4563,1
2023-10-21,74,10,2937,4
2023-04-06,82,6,3962,4
2023-08-15,54,5,2615,2
2023-12-23,38,5,2615,5
2023-09-25,4,6,3962,5
2023-06-19,60,5,2615,1
2023-02-21,46,10,2937,1
2023-02-18,67,6,3962,1
2023-03-04,96,8,4531,3
2023-07-21,88,3,757,3
2023-03-18,18,5,2615,4
2023-03-02,43,4,3473,2
2023-05-05,66,8,4531,1
2023-10-23,13,10,2937,4
2023-01-08,46,3,757,1
2023-07-13,35,10,2937,1
2023-05-03,8,5,2615,2
2023-01-07,89,2,155,1
2023-02-16,90,9,4563,4
2023-01-24,39,4,3473,2
2023-09-11,90,3,757,4
2023-06-11,56,5,2615,4
2023-05-27,22,8,4531,2
2023-07-28,69,6,3962,3
2023-07-22,46,3,757,3
2023-10-06,41,7,3625,5
2023-06-15,90,5,2615,5
2023-03-08,26,2,155,4
2023-02-14,95,10,2937,5
2023-08-06,30,2,155,1
2023-05-16,75,4,3473,5
2023-11-22,13,5,2615,5
2023-09-29,78,1,4989,2
2023-07-02,69,8,4531,2
2023-05-07,15,5,2615,4
2023-04-30,74,2,155,3
2023-04-08,42,4,3473,3
2023-09-21,54,3,757,4
2023-04-03,55,9,4563,3
2023-05-24,77,9,4563,5
2023-09-22,5,7,3625,5
2023-09-20,20,5,2615,2
2023-05-29,78,9,4563,2
2023-08-04,37,9,4563,4
2023-08-30,37,3,757,4
2023-11-20,5,4,3473,4
2023-07-27,95,7,3625,3
2023-02-22,95,9,4563,2
2023-08-10,20,2,155,3
2023-06-19,45,8,4531,5
2023-04-17,52,3,757,1
2023-04-27,83,8,4531,1
2023-07-10,38,5,2615,3
2023-08-29,16,3,757,5
2023-05-17,40,7,3625,1
2023-04-07,20,5,2615,5
2023-09-14,81,10,2937,1
2023-08-20,21,7,3625,5
2023-01-05,6,6,3962,1
2023-04-24,19,6,3962,4
2023-02-10,11,6,3962,5
2023-07-12,42,3,757,4
2023-03-21,20,1,4989,5
2023-01-12,10,9,4563,2
2023-04-15,3,5,2615,3
2023-08-10,50,1,4989,5
2023-05-09,90,10,2937,3
2023-01-01,17,8,4531,4
2023-08-11,2,4,3473,5
2023-02-25,20,9,4563,2
2023-01-22,49,10,2937,1
2023-09-01,31,1,4989,3
2023-01-18,24,2,155,2
2023-01-30,59,3,757,3
2023-10-16,52,10,2937,5
2023-11-22,32,4,3473,2
2023-03-16,56,8,4531,1
2023-07-31,85,4,3473,1
2023-05-20,98,10,2937,4
2023-07-25,43,7,3625,3
2023-09-06,42,7,3625,1
2023-12-03,4,8,4531,2
2023-07-05,54,8,4531,2
2023-06-16,19,10,2937,2
2023-08-23,44,8,4531,4
2023-12-24,59,9,4563,2
2023-06-09,85,5,2615,5
2023-05-24,67,5,2615,1
2023-12-01,5,1,4989,2
2023-09-19,20,7,3625,3
2023-05-01,90,3,757,5
2023-09-20,16,10,2937,5
2023-12-16,22,3,757,5
2023-08-13,11,3,757,5
2023-08-19,7,4,3473,5
2023-06-15,22,7,3625,1
2023-08-02,36,10,2937,2
2023-11-29,84,2,155,3
2023-01-12,76,7,3625,1
2023-05-31,100,9,4563,5
2023-04-27,20,3,757,4
2023-12-22,21,9,4563,2
2023-04-04,73,3,757,2
2023-04-05,47,9,4563,3
2023-04-16,49,4,3473,5
2023-08-19,96,7,3625,2
2023-03-24,41,3,757,3
2023-01-03,22,8,4531,3
2023-11-10,34,5,2615,4
2023-06-06,49,2,155,3
2023-11-06,77,6,3962,5
2023-01-31,83,4,3473,3
2023-07-22,14,10,2937,3
2023-03-23,15,8,4531,2
2023-01-14,42,5,2615,1
2023-06-08,97,2,155,1
2023-06-16,30,10,2937,1
2023-11-26,68,1,4989,3
2023-08-22,32,6,3962,5
2023-04-13,75,3,757,1
2023-06-26,65,9,4563,2
2023-10-04,76,4,3473,2
2023-07-12,32,1,4989,3
2023-12-20,70,7,3625,2
2023-03-12,21,2,155,2
2023-03-03,5,9,4563,2
2023-07-16,37,1,4989,4
2023-05-13,21,10,2937,1
2023-12-17,79,10,2937,5
2023-02-26,2,5,2615,3
2023-12-11,34,1,4989,2
2023-01-04,57,7,3625,3
2023-04-28,16,9,4563,2
2023-01-11,53,8,4531,4
2023-11-24,61,9,4563,3
2023-01-14,22,2,155,1
2023-11-17,44,3,757,3
2023-07-07,86,6,3962,3
2023-03-03,66,6,3962,3
2023-04-26,92,9,4563,5
2023-09-17,58,8,4531,5
2023-08-16,6,5,2615,3
2023-01-25,43,3,757,1
2023-07-05,73,7,3625,3
2023-07-19,94,9,4563,1
2023-05-28,20,7,3625,1
2023-06-03,56,6,3962,5
2023-09-04,4,10,2937,3
2023-11-07,94,10,2937,4
2023-07-11,16,8,4531,1
2023-11-05,11,4,3473,2
2023-09-14,69,6,3962,3
2023-04-17,25,1,4989,2
2023-12-06,76,3,757,3
2023-03-15,50,3,757,5
2023-09-13,59,9,4563,4
2023-12-26,14,2,155,4
2023-12-12,30,2,155,2
2023-09-16,12,8,4531,1
2023-11-12,84,6,3962,3
2023-07-08,24,1,4989,5
2023-06-24,61,8,4531,3
2023-07-13,54,8,4531,4
2023-02-19,16,1,4989,5
2023-09-16,3,10,2937,1
2023-06-11,29,10,2937,1
2023-04-17,26,5,2615,5
2023-11-01,67,6,3962,3
2023-11-20,4,8,4531,3
2023-05-12,9,2,155,5
2023-02-23,81,9,4563,1
2023-11-15,23,2,155,5
2023-03-13,4,1,4989,1
2023-05-11,20,10,2937,3
2023-07-04,95,10,2937,5
2023-12-04,14,5,2615,3
2023-05-30,36,5,2615,3
2023-01-16,51,5,2615,4
2023-11-25,52,4,3473,4
2023-07-14,79,4,3473,4
2023-10-13,48,7,3625,2
2023-10-16,44,9,4563,1
2023-01-25,93,9,4563,4
2023-01-18,8,5,2615,3
2023-07-30,68,9,4563,2
2023-11-16,13,2,155,1
2023-12-18,63,10,2937,3
2023-10-02,85,9,4563,2
2023-03-25,79,10,2937,1
2023-12-07,89,3,757,1
2023-06-28,86,6,3962,3
2023-05-16,24,4,3473,1
2023-05-14,31,9,4563,2
2023-04-23,87,10,2937,2
2023-06-19,45,4,3473,3
2023-11-27,43,5,2615,5
2023-10-02,57,2,155,5
2023-01-02,44,4,3473,2
2023-04-26,48,5,2615,3
2023-05-17,75,2,155,2
2023-05-03,73,9,4563,1
2023-11-01,97,10,2937,2
2023-11-17,7,9,4563,5
2023-07-05,99,4,3473,4
2023-05-30,49,7,3625,2
2023-03-30,44,8,4531,2
2023-08-02,14,10,2937,1
2023-06-23,31,10,2937,4
2023-05-07,73,6,3962,4
2023-08-01,61,10,2937,5
2023-07-08,45,10,2937,5
2023-09-29,45,6,3962,4
2023-08-01,3,10,2937,3
2023-04-22,59,3,757,4
2023-04-06,7,3,757,2
2023-07-21,46,1,4989,3
2023-05-25,73,1,4989,1
2023-10-25,61,3,757,2
2023-02-22,79,5,2615,2
2023-03-01,91,2,155,3
2023-04-02,20,2,155,5
2023-03-29,69,1,4989,5
2023-12-17,68,1,4989,3
2023-05-02,16,3,757,4
2023-07-12,13,6,3962,4
2023-07-18,30,6,3962,5
2023-12-29,51,3,757,3
2023-01-04,28,1,4989,4
2023-06-05,74,10,2937,5
2023-08-31,40,3,757,1
2023-02-09,7,5,2615,5
2023-09-19,100,10,2937,2
2023-04-16,37,3,757,1
2023-10-09,11,1,4989,4
2023-03-20,10,10,2937,2
2023-08-09,42,9,4563,5
2023-08-20,26,3,757,3
2023-05-12,9,3,757,2
2023-08-25,3,10,2937,4
2023-12-19,34,3,757,1
2023-03-12,24,7,3625,4
2023-12-29,58,4,3473,5
2023-01-28,11,4,3473,4
2023-04-27,45,8,4531,5
2023-12-31,65,5,2615,4
2023-05-12,87,10,2937,3
2023-06-17,87,5,2615,3
2023-12-26,79,9,4563,5
2023-05-02,78,2,155,5
2023-08-29,15,2,155,4
2023-08-14,31,5,2615,3
2023-10-16,88,10,2937,5
2023-11-26,35,8,4531,1
2023-06-04,4,1,4989,3
2023-12-02,47,3,757,3
2023-01-23,79,4,3473,5
2023-10-11,5,4,3473,1
2023-09-03,78,2,155,1
2023-04-24,84,7,3625,4
2023-09-25,8,10,2937,4
2023-08-24,69,6,3962,5
2023-08-29,35,9,4563,3
2023-03-02,83,8,4531,2
2023-10-12,18,9,4563,5
2023-09-28,6,1,4989,3
2023-09-14,21,1,4989,1
2023-10-04,55,9,4563,1
2023-01-16,22,6,3962,3
2023-10-30,61,3,757,1
2023-09-27,32,7,3625,2
2023-08-11,88,1,4989,1
2023-03-18,83,3,757,1
2023-03-15,94,6,3962,2
2023-10-08,67,2,155,2
2023-04-28,38,1,4989,1
2023-06-03,97,4,3473,1
2023-07-28,55,1,4989,5
2023-05-06,65,6,3962,5
2023-10-22,87,3,757,3
2023-01-06,63,6,3962,3
2023-05-13,36,5,2615,1
2023-02-03,24,4,3473,2
2023-12-28,92,2,155,5
2023-07-07,40,9,4563,2
2023-06-23,94,10,2937,1
2023-10-09,13,1,4989,5
2023-05-10,93,8,4531,4
2023-06-15,25,6,3962,1
2023-03-18,62,1,4989,5
2023-01-29,89,5,2615,3
2023-05-13,7,5,2615,1
2023-12-12,16,10,2937,5
2023-07-02,43,8,4531,2
2023-03-21,15,7,3625,2
2023-01-19,42,6,3962,2
2023-12-08,92,10,2937,1
2023-04-18,43,5,2615,2
2023-01-27,60,1,4989,5
2023-03-19,73,1,4989,5
2023-08-28,83,8,4531,2
2023-07-06,43,2,155,2
2023-04-11,56,1,4989,1
2023-07-04,76,2,155,3
2023-04-24,10,6,3962,3
2023-10-27,71,6,3962,4
2023-02-10,61,1,4989,5
2023-10-05,35,3,757,1
2023-01-10,43,10,2937,2
2023-02-26,72,1,4989,4
2023-07-19,11,2,155,2
2023-07-16,33,1,4989,4
2023-11-06,90,4,3473,3
2023-07-30,74,2,155,3
2023-09-27,43,9,4563,4
2023-12-31,97,9,4563,1
2023-07-20,1,6,3962,4
2023-02-05,78,10,2937,1
2023-07-04,86,3,757,5
2023-09-16,20,6,3962,5
2023-07-31,92,9,4563,1
2023-04-23,64,3,757,3
2023-12-25,64,10,2937,1
2023-09-24,79,1,4989,5
2023-12-24,73,8,4531,4
2023-07-14,54,4,3473,4
2023-01-19,25,8,4531,4
2023-06-19,30,10,2937,2
2023-06-22,37,6,3962,5
2023-11-11,90,2,155,3
2023-12-27,25,9,4563,1
2023-04-06,85,2,155,5
2023-12-24,68,5,2615,4
2023-08-08,83,4,3473,1
2023-11-28,98,4,3473,4
2023-03-25,92,6,3962,1
2023-03-28,23,6,3962,3
2023-07-01,47,10,2937,2
2023-02-21,27,8,4531,3
2023-11-24,55,6,3962,3
2023-10-31,47,3,757,5
2023-12-22,64,8,4531,3
2023-02-04,38,7,3625,5
2023-06-13,17,10,2937,1
2023-07-13,11,4,3473,1
2023-08-19,97,10,2937,3
2023-11-21,56,2,155,4
2023-08-11,40,10,2937,1
2023-06-12,100,10,2937,5
2023-10-11,28,7,3625,5
2023-07-11,14,4,3473,4
2023-04-23,100,3,757,3
2023-11-05,98,8,4531,4
2023-05-15,64,10,2937,4
2023-12-05,10,3,757,4
2023-02-07,60,9,4563,5
2023-08-07,24,3,757,4
2023-07-29,51,10,2937,1
2023-07-12,76,1,4989,5
2023-05-25,82,10,2937,2
2023-07-11,29,8,4531,4
2023-03-14,43,3,757,1
2023-06-16,81,7,3625,3
2023-04-26,23,7,3625,5
2023-12-06,75,6,3962,4
2023-07-15,84,5,2615,2
2023-01-25,81,2,155,3
2023-05-19,56,2,155,3
2023-03-21,45,8,4531,1
2023-01-08,13,9,4563,5
2023-08-27,37,10,2937,2
2023-10-21,58,5,2615,4
2023-03-28,2,4,3473,3
2023-05-17,80,10,2937,3
2023-11-10,41,7,3625,2
2023-12-18,57,5,2615,5
2023-05-22,83,5,2615,5
2023-04-30,91,2,155,5
2023-12-02,32,10,2937,2
2023-02-03,48,8,4531,2
2023-11-26,32,7,3625,5
2023-09-10,17,4,3473,5
2023-12-09,33,5,2615,5
2023-08-30,39,1,4989,3
2023-04-16,87,7,3625,1
2023-10-05,84,6,3962,2
2023-07-25,33,8,4531,4
2023-11-15,40,6,3962,3
2023-01-05,24,8,4531,5
2023-03-09,52,1,4989,4
2023-12-17,33,1,4989,5
2023-01-31,91,6,3962,4
2023-12-10,55,2,155,5
2023-10-29,76,4,3473,4
2023-05-02,53,9,4563,4
2023-07-21,6,8,4531,5
2023-03-06,18,5,2615,4
2023-09-12,6,3,757,2
2023-04-25,90,3,757,5
2023-07-09,94,1,4989,2
2023-04-29,66,3,757,3
2023-08-08,9,2,155,2
2023-05-07,53,10,2937,1
2023-08-04,75,9,4563,1
2023-12-11,51,5,2615,2
2023-01-28,47,10,2937,4
2023-06-18,95,8,4531,1
2023-01-03,40,7,3625,1
2023-10-21,39,8,4531,4
2023-01-18,10,4,3473,2
2023-12-08,39,8,4531,4
2023-09-25,64,1,4989,3
2023-10-05,13,4,3473,2
2023-02-26,20,10,2937,1
2023-10-05,3,4,3473,4
2023-06-27,29,2,155,5
2023-10-08,20,3,757,2
2023-07-25,69,8,4531,3
2023-03-13,40,5,2615,4
2023-12-22,30,6,3962,1
2023-03-29,38,10,2937,1
2023-11-20,59,9,4563,2
2023-02-24,9,4,3473,2
2023-06-07,70,9,4563,2
2023-05-22,7,2,155,4
2023-02-25,62,5,2615,3
2023-03-18,12,10,2937,3
2023-04-25,17,9,4563,1
2023-11-28,16,6,3962,3
2023-06-05,86,5,2615,4
2023-06-12,5,7,3625,2
2023-04-01,19,10,2937,2
2023-01-30,55,9,4563,1
2023-09-26,9,1,4989,5
2023-05-12,5,2,155,3
2023-03-26,98,4,3473,4
2023-08-01,90,8,4531,4
2023-02-12,57,5,2615,2
2023-01-19,11,10,2937,3
2023-11-01,59,1,4989,5
2023-08-27,27,5,2615,5
2023-09-29,73,1,4989,1
2023-01-03,72,8,4531,4
2023-07-06,56,1,4989,1
2023-06-18,54,4,3473,1
2023-10-02,75,1,4989,3
2023-06-07,56,7,3625,1
2023-08-20,31,9,4563,1
2023-09-24,56,5,2615,4
2023-12-05,98,1,4989,2
2023-05-07,10,4,3473,3
2023-07-23,26,4,3473,1
2023-06-29,17,7,3625,5
2023-04-18,61,7,3625,4
2023-01-06,78,9,4563,3
2023-10-31,20,1,4989,1
2023-11-29,94,5,2615,2
2023-06-13,67,1,4989,3
2023-03-27,50,2,155,3
2023-08-11,54,3,757,4
2023-05-08,74,5,2615,4
2023-01-10,53,4,3473,3
2023-12-15,5,7,3625,2
2023-09-30,68,5,2615,2
2023-10-21,90,5,2615,3
2023-02-23,27,1,4989,5
2023-04-17,8,7,3625,5
2023-11-30,9,8,4531,2
2023-06-20,7,4,3473,1
2023-09-01,7,4,3473,3
2023-08-02,87,10,2937,2
2023-04-05,50,2,155,3
2023-01-22,28,5,2615,2
2023-08-15,77,9,4563,1
2023-03-25,98,6,3962,5
2023-02-17,4,6,3962,5
2023-09-03,83,3,757,1
2023-12-06,38,3,757,1
2023-12-06,100,3,757,4
2023-03-25,19,3,757,3
2023-11-10,9,2,155,5
2023-06-18,88,8,4531,5
2023-12-16,19,8,4531,2
2023-04-21,8,1,4989,2
2023-08-23,8,1,4989,2
2023-02-19,28,6,3962,2
2023-02-10,89,2,155,2
2023-12-01,51,10,2937,1
2023-04-02,52,2,155,5
2023-08-27,82,3,757,3
2023-03-04,62,5,2615,4
2023-05-13,34,3,757,4
2023-05-22,41,6,3962,3
2023-06-11,56,5,2615,2
2023-10-24,20,4,3473,4
2023-10-04,8,4,3473,4
2023-04-30,77,2,155,3
2023-03-22,3,8,4531,2
2023-06-01,91,4,3473,3
2023-11-25,16,10,2937,2
2023-10-23,82,6,3962,3
2023-09-30,63,1,4989,5
2023-09-26,24,7,3625,3
2023-10-23,65,6,3962,2
2023-02-05,64,10,2937,3
2023-09-13,83,9,4563,2
2023-07-11,56,7,3625,1
2023-09-17,92,8,4531,2
2023-12-03,71,10,2937,4
2023-12-11,94,2,155,3
2023-05-01,67,9,4563,2
2023-03-27,51,5,2615,1
2023-09-12,34,3,757,3
2023-08-20,5,9,4563,4
2023-08-27,53,6,3962,4
2023-11-29,74,10,2937,5
2023-11-29,44,3,757,1
2023-01-08,64,3,757,2
2023-06-30,48,7,3625,2
2023-02-08,99,6,3962,1
2023-07-19,87,4,3473,4
2023-04-03,34,1,4989,5
2023-12-08,72,1,4989,2
2023-12-06,47,5,2615,4
2023-12-08,23,2,155,4
2023-06-27,93,1,4989,2
2023-10-28,20,8,4531,2
2023-07-04,11,9,4563,3
2023-12-03,15,9,4563,1
2023-10-02,22,6,3962,2
2023-07-17,40,10,2937,5
2023-07-10,8,2,155,1
2023-09-12,26,9,4563,1
2023-11-16,31,5,2615,3
2023-07-07,66,2,155,5
2023-12-14,53,6,3962,5
2023-10-08,26,6,3962,1
2023-07-27,57,9,4563,2
2023-03-27,18,2,155,1
2023-08-02,71,7,3625,5
2023-03-28,19,4,3473,1
2023-02-18,34,1,4989,4
2023-11-18,19,9,4563,1
2023-04-27,59,3,757,3
2023-09-01,39,1,4989,2
2023-04-02,44,1,4989,4
2023-06-25,21,3,757,2
2023-05-15,60,5,2615,5
2023-05-06,13,7,3625,3
2023-03-21,46,7,3625,4
2023-09-02,84,10,2937,4
2023-12-10,93,9,4563,4
2023-09-28,27,5,2615,5
2023-06-10,41,4,3473,5
2023-03-19,18,2,155,5
2023-04-29,51,2,155,1
2023-09-24,14,9,4563,2
2023-02-04,12,9,4563,5
2023-11-01,90,2,155,4
2023-07-12,75,3,757,4
2023-03-06,13,4,3473,4
2023-09-01,10,9,4563,1
2023-09-07,39,9,4563,3
2023-03-26,18,4,3473,3
2023-10-27,32,2,155,5
2023-07-20,27,10,2937,3
2023-10-01,100,6,3962,5
2023-12-03,20,7,3625,4
2023-11-27,3,4,3473,2
2023-02-12,47,4,3473,2
2023-12-13,66,7,3625,2
2023-08-04,48,3,757,3
2023-07-23,79,1,4989,2
2023-02-06,88,6,3962,4
2023-11-14,20,3,757,2
2023-09-07,27,9,4563,3
2023-07-07,81,8,4531,3
2023-12-01,80,1,4989,5
2023-10-09,80,1,4989,4
2023-04-01,59,7,3625,1
2023-07-28,87,1,4989,4
2023-09-24,80,6,3962,2
2023-11-15,55,1,4989,5
2023-03-12,13,4,3473,3
2023-04-13,51,9,4563,5
2023-08-08,81,10,2937,5
2023-02-21,12,9,4563,3
2023-08-14,81,10,2937,2
2023-09-20,90,7,3625,5
2023-04-11,72,5,2615,5
2023-05-20,28,6,3962,2
2023-12-02,66,8,4531,4
2023-02-25,87,1,4989,1
2023-10-21,98,5,2615,5
2023-10-25,62,6,3962,5
2023-02-09,85,9,4563,4
2023-11-04,13,4,3473,2
2023-12-05,9,5,2615,4
2023-03-17,6,1,4989,5
2023-08-24,94,2,155,3
2023-05-11,80,1,4989,3
2023-06-15,13,8,4531,4
2023-12-10,56,8,4531,5
2023-09-26,4,2,155,3
2023-06-11,61,7,3625,1
2023-03-01,52,4,3473,4
2023-04-10,93,2,155,4
2023-06-12,51,7,3625,4
2023-02-02,75,9,4563,2
2023-09-09,85,5,2615,1
2023-05-18,2,10,2937,4
2023-08-19,2,9,4563,1
2023-02-18,83,8,4531,1
2023-06-13,26,6,3962,5
2023-06-05,58,6,3962,4
2023-04-19,91,8,4531,2
2023-03-14,41,2,155,3
2023-06-09,90,3,757,1
2023-10-31,61,4,3473,3
2023-04-08,9,3,757,2
2023-11-22,56,1,4989,1
2023-07-30,53,6,3962,1
2023-07-09,30,2,155,1
2023-02-24,42,7,3625,1
2023-01-13,97,7,3625,2
2023-02-17,7,3,757,2
2023-10-19,89,7,3625,5
2023-12-29,81,9,4563,5
2023-01-11,92,7,3625,2
2023-02-11,13,9,4563,1
2023-01-17,36,5,2615,3
2023-11-07,22,6,3962,1
2023-05-09,31,4,3473,1
2023-10-21,93,8,4531,4
2023-01-23,20,8,4531,5
2023-12-19,38,2,155,2
2023-04-13,37,8,4531,4
2023-02-28,85,3,757,5
2023-04-08,43,4,3473,5
2023-07-28,28,6,3962,5
2023-05-24,26,2,155,5
2023-10-03,36,8,4531,5
2023-09-14,31,1,4989,4
2023-08-27,76,4,3473,2
2023-09-05,19,6,3962,2
2023-10-07,32,10,2937,5
2023-04-21,9,9,4563,2
2023-01-03,98,1,4989,4
2023-04-01,69,6,3962,2
2023-05-11,3,1,4989,1
2023-02-07,70,2,155,4
2023-06-29,66,7,3625,4
2023-09-19,35,9,4563,4
2023-01-01,96,4,3473,3
2023-02-15,58,7,3625,2
2023-04-12,20,10,2937,2
2023-01-28,14,4,3473,3
2023-07-28,58,6,3962,4
2023-02-28,44,5,2615,3
2023-03-18,12,7,3625,3
2023-01-15,12,6,3962,5
2023-07-28,38,5,2615,5
2023-07-24,39,3,757,2
2023-08-28,12,1,4989,3
2023-05-31,85,10,2937,1
2023-04-12,57,8,4531,3
2023-01-11,38,6,3962,4
2023-07-20,31,5,2615,3
2023-07-03,91,8,4531,3
2023-06-24,70,6,3962,5
2023-05-26,43,3,757,5
2023-02-04,23,5,2615,5
2023-09-23,79,4,3473,5
2023-07-12,16,4,3473,1
2023-06-09,86,10,2937,4
2023-03-15,58,4,3473,2
2023-02-23,30,8,4531,1
2023-07-27,11,3,757,3
2023-08-21,97,8,4531,3
2023-02-07,55,1,4989,4
2023-09-13,37,3,757,2
2023-05-27,71,1,4989,5
2023-11-29,38,4,3473,4
2023-06-04,16,10,2937,5
2023-04-18,36,6,3962,5
2023-09-15,53,3,757,4
2023-01-20,88,2,155,3
2023-03-11,13,8,4531,4
2023-09-17,39,7,3625,1
2023-02-07,53,4,3473,5
2023-10-30,81,6,3962,1
2023-10-25,18,5,2615,1
2023-01-02,79,10,2937,2
2023-09-10,83,6,3962,4
2023-08-19,52,9,4563,2
2023-04-28,21,9,4563,1
2023-03-08,28,3,757,5
2023-09-15,8,7,3625,1
2023-09-09,3,2,155,2
2023-08-05,49,8,4531,1
2023-08-05,66,7,3625,2
2023-12-12,80,2,155,3
2023-09-29,68,9,4563,1
2023-04-02,5,3,757,4
2023-04-10,56,2,155,4
2023-02-19,19,2,155,5
2023-12-18,68,7,3625,4
2023-01-07,14,7,3625,4
2023-07-26,6,2,155,5
2023-01-05,76,9,4563,3
2023-11-27,73,9,4563,2
2023-07-08,98,10,2937,2
2023-03-21,87,5,2615,5
2023-12-28,70,3,757,3
2023-04-03,95,4,3473,3
2023-08-25,65,7,3625,5
2023-01-08,94,7,3625,1
2023-03-21,23,6,3962,2
2023-02-19,83,1,4989,3
2023-04-27,8,1,4989,3
2023-06-30,85,7,3625,5
2023-09-26,62,4,3473,1
2023-12-06,78,7,3625,4
2023-10-28,83,1,4989,4
2023-09-20,35,9,4563,4
2023-09-19,99,7,3625,1
2023-02-13,27,8,4531,5
2023-01-20,8,9,4563,3
2023-05-28,83,3,757,4
2023-01-02,18,8,4531,1
2023-02-20,8,7,3625,5
2023-05-05,60,2,155,1
2023-05-13,21,5,2615,1
2023-05-26,6,5,2615,1
2023-03-25,47,9,4563,2
2023-10-11,76,7,3625,2
2023-01-15,78,6,3962,3
2023-11-25,9,4,3473,2
2023-10-18,74,1,4989,2
2023-07-29,20,9,4563,3
2023-06-28,27,7,3625,4
2023-01-17,39,5,2615,1
2023-02-22,63,5,2615,3
2023-05-16,22,5,2615,5
2023-08-20,60,6,3962,1
2023-06-02,37,10,2937,4
2023-11-02,61,8,4531,2
2023-06-23,64,7,3625,3
2023-12-05,92,2,155,1
2023-10-25,36,2,155,1
2023-09-03,20,8,4531,1
2023-05-21,1,1,4989,1
2023-11-22,84,10,2937,4
2023-11-22,39,4,3473,4
2023-12-16,96,9,4563,4
2023-04-27,81,8,4531,2
2023-06-18,55,2,155,1
2023-04-03,39,5,2615,4
2023-07-23,40,1,4989,1
2023-05-25,65,8,4531,3
2023-12-24,92,5,2615,4
2023-05-02,81,2,155,4
2023-03-09,89,7,3625,3
2023-08-11,78,9,4563,4
2023-08-11,41,7,3625,3
2023-11-24,5,7,3625,1
2023-12-09,87,9,4563,3
2023-03-30,4,1,4989,4
2023-03-20,50,9,4563,1
2023-04-21,61,2,155,4
2023-05-31,47,9,4563,2
2023-05-14,17,6,3962,5
2023-12-06,64,3,757,4
2023-02-27,54,7,3625,3
2023-09-22,28,10,2937,4
2023-04-10,15,2,155,4
2023-05-03,51,9,4563,2
2023-12-13,12,6,3962,5
2023-05-06,62,6,3962,1
2023-11-12,22,5,2615,4
2023-07-18,49,4,3473,1
2023-06-02,69,9,4563,5
2023-09-19,77,7,3625,5
2023-06-13,23,6,3962,2
2023-09-13,34,2,155,1
2023-06-26,75,2,155,5
2023-06-09,21,6,3962,4
2023-11-23,4,7,3625,4
2023-03-09,77,2,155,1
2023-01-02,99,3,757,4
2023-07-04,66,9,4563,1
2023-04-19,1,9,4563,2
2023-12-04,40,1,4989,5
2023-08-08,75,1,4989,4
2023-05-23,46,9,4563,1
2023-01-22,24,4,3473,1
2023-10-06,72,6,3962,3
2023-03-26,83,7,3625,1
2023-05-17,32,6,3962,1
2023-06-24,7,10,2937,4
2023-06-29,66,6,3962,4
2023-01-27,29,3,757,3
2023-11-14,89,1,4989,2
2023-07-16,90,5,2615,3
2023-04-02,53,7,3625,3
2023-11-19,63,8,4531,1
2023-04-16,76,1,4989,5
2023-07-18,84,6,3962,2
2023-09-26,55,4,3473,2
2023-03-19,41,9,4563,2
2023-08-10,34,9,4563,5
2023-03-05,98,8,4531,1
2023-05-14,43,5,2615,3
2023-12-18,75,5,2615,4
2023-12-23,72,7,3625,4
2023-08-05,4,3,757,2
2023-08-09,18,2,155,4
2023-06-04,50,5,2615,1
2023-04-01,40,3,757,4
2023-08-06,71,2,155,1
2023-09-07,85,1,4989,3
2023-12-08,85,5,2615,3
2023-02-13,68,4,3473,2
2023-10-06,28,1,4989,4
2023-05-18,15,9,4563,3
2023-11-28,69,4,3473,3
2023-08-17,75,7,3625,1
2023-02-08,46,4,3473,2
2023-05-26,10,6,3962,1
2023-12-12,64,2,155,2
2023-03-05,15,9,4563,2
2023-09-10,2,4,3473,2
2023-03-21,72,2,155,5
